	 i = -1    	 yi = 1    	 xi = 0    	 h = 0.25    	 yi(1/2) = 2.05923    	 yi - yi(1/2) = -0.00850182    	 LEE = 0.00971636    	 c1 = 1    	 c2 = 0
	 i = 640    	 yi = 1512.68    	 xi = 4.33594    	 h = 0.00390625    	 yi(1/2) = 1512.68    	 yi - yi(1/2) = -2.52749e-08    	 LEE = 2.88856e-08    	 c1 = 7    	 c2 = 0
	 i = 641    	 yi = 1521.2    	 xi = 4.33984    	 h = 0.00390625    	 yi(1/2) = 1521.2    	 yi - yi(1/2) = -2.54058e-08    	 LEE = 2.90352e-08    	 c1 = 7    	 c2 = 0
	 i = 642    	 yi = 1529.76    	 xi = 4.34375    	 h = 0.00390625    	 yi(1/2) = 1529.76    	 yi - yi(1/2) = -2.55375e-08    	 LEE = 2.91857e-08    	 c1 = 7    	 c2 = 0
	 i = 643    	 yi = 1538.38    	 xi = 4.34766    	 h = 0.00390625    	 yi(1/2) = 1538.38    	 yi - yi(1/2) = -2.56698e-08    	 LEE = 2.93369e-08    	 c1 = 7    	 c2 = 0
	 i = 644    	 yi = 1547.03    	 xi = 4.35156    	 h = 0.00390625    	 yi(1/2) = 1547.03    	 yi - yi(1/2) = -2.58028e-08    	 LEE = 2.94889e-08    	 c1 = 7    	 c2 = 0
	 i = 645    	 yi = 1555.74    	 xi = 4.35547    	 h = 0.00390625    	 yi(1/2) = 1555.74    	 yi - yi(1/2) = -2.59365e-08    	 LEE = 2.96417e-08    	 c1 = 7    	 c2 = 0
	 i = 646    	 yi = 1564.49    	 xi = 4.35938    	 h = 0.00390625    	 yi(1/2) = 1564.49    	 yi - yi(1/2) = -2.60709e-08    	 LEE = 2.97953e-08    	 c1 = 7    	 c2 = 0
	 i = 647    	 yi = 1573.29    	 xi = 4.36328    	 h = 0.00390625    	 yi(1/2) = 1573.29    	 yi - yi(1/2) = -2.6206e-08    	 LEE = 2.99497e-08    	 c1 = 7    	 c2 = 0
	 i = 648    	 yi = 1582.13    	 xi = 4.36719    	 h = 0.00390625    	 yi(1/2) = 1582.13    	 yi - yi(1/2) = -2.63417e-08    	 LEE = 3.01048e-08    	 c1 = 7    	 c2 = 0
	 i = 649    	 yi = 1591.03    	 xi = 4.37109    	 h = 0.00390625    	 yi(1/2) = 1591.03    	 yi - yi(1/2) = -2.64781e-08    	 LEE = 3.02607e-08    	 c1 = 7    	 c2 = 0
	 i = 650    	 yi = 1599.97    	 xi = 4.375    	 h = 0.00390625    	 yi(1/2) = 1599.97    	 yi - yi(1/2) = -2.6615e-08    	 LEE = 3.04171e-08    	 c1 = 7    	 c2 = 0
	 i = 651    	 yi = 1608.96    	 xi = 4.37891    	 h = 0.00390625    	 yi(1/2) = 1608.96    	 yi - yi(1/2) = -2.67528e-08    	 LEE = 3.05746e-08    	 c1 = 7    	 c2 = 0
	 i = 652    	 yi = 1617.99    	 xi = 4.38281    	 h = 0.00390625    	 yi(1/2) = 1617.99    	 yi - yi(1/2) = -2.68913e-08    	 LEE = 3.07329e-08    	 c1 = 7    	 c2 = 0
	 i = 653    	 yi = 1627.08    	 xi = 4.38672    	 h = 0.00390625    	 yi(1/2) = 1627.08    	 yi - yi(1/2) = -2.70306e-08    	 LEE = 3.08922e-08    	 c1 = 7    	 c2 = 0
	 i = 654    	 yi = 1636.22    	 xi = 4.39062    	 h = 0.00390625    	 yi(1/2) = 1636.22    	 yi - yi(1/2) = -2.71705e-08    	 LEE = 3.1052e-08    	 c1 = 7    	 c2 = 0
	 i = 655    	 yi = 1645.4    	 xi = 4.39453    	 h = 0.00390625    	 yi(1/2) = 1645.4    	 yi - yi(1/2) = -2.7311e-08    	 LEE = 3.12126e-08    	 c1 = 7    	 c2 = 0
	 i = 656    	 yi = 1654.63    	 xi = 4.39844    	 h = 0.00390625    	 yi(1/2) = 1654.63    	 yi - yi(1/2) = -2.74524e-08    	 LEE = 3.13742e-08    	 c1 = 7    	 c2 = 0
	 i = 657    	 yi = 1663.92    	 xi = 4.40234    	 h = 0.00390625    	 yi(1/2) = 1663.92    	 yi - yi(1/2) = -2.75941e-08    	 LEE = 3.15361e-08    	 c1 = 7    	 c2 = 0
	 i = 658    	 yi = 1673.25    	 xi = 4.40625    	 h = 0.00390625    	 yi(1/2) = 1673.25    	 yi - yi(1/2) = -2.77369e-08    	 LEE = 3.16993e-08    	 c1 = 7    	 c2 = 0
	 i = 659    	 yi = 1682.63    	 xi = 4.41016    	 h = 0.00390625    	 yi(1/2) = 1682.63    	 yi - yi(1/2) = -2.78801e-08    	 LEE = 3.1863e-08    	 c1 = 7    	 c2 = 0
	 i = 660    	 yi = 1692.06    	 xi = 4.41406    	 h = 0.00390625    	 yi(1/2) = 1692.06    	 yi - yi(1/2) = -2.80245e-08    	 LEE = 3.2028e-08    	 c1 = 7    	 c2 = 0
	 i = 661    	 yi = 1701.55    	 xi = 4.41797    	 h = 0.00390625    	 yi(1/2) = 1701.55    	 yi - yi(1/2) = -2.81691e-08    	 LEE = 3.21933e-08    	 c1 = 7    	 c2 = 0
	 i = 662    	 yi = 1711.08    	 xi = 4.42188    	 h = 0.00390625    	 yi(1/2) = 1711.08    	 yi - yi(1/2) = -2.83148e-08    	 LEE = 3.23598e-08    	 c1 = 7    	 c2 = 0
	 i = 663    	 yi = 1720.67    	 xi = 4.42578    	 h = 0.00390625    	 yi(1/2) = 1720.67    	 yi - yi(1/2) = -2.8461e-08    	 LEE = 3.25269e-08    	 c1 = 7    	 c2 = 0
	 i = 664    	 yi = 1730.3    	 xi = 4.42969    	 h = 0.00390625    	 yi(1/2) = 1730.3    	 yi - yi(1/2) = -2.86079e-08    	 LEE = 3.26948e-08    	 c1 = 7    	 c2 = 0
	 i = 665    	 yi = 1739.99    	 xi = 4.43359    	 h = 0.00390625    	 yi(1/2) = 1739.99    	 yi - yi(1/2) = -2.87557e-08    	 LEE = 3.28637e-08    	 c1 = 7    	 c2 = 0
	 i = 666    	 yi = 1749.73    	 xi = 4.4375    	 h = 0.00390625    	 yi(1/2) = 1749.73    	 yi - yi(1/2) = -2.89044e-08    	 LEE = 3.30336e-08    	 c1 = 7    	 c2 = 0
	 i = 667    	 yi = 1759.53    	 xi = 4.44141    	 h = 0.00390625    	 yi(1/2) = 1759.53    	 yi - yi(1/2) = -2.90536e-08    	 LEE = 3.32041e-08    	 c1 = 7    	 c2 = 0
	 i = 668    	 yi = 1769.37    	 xi = 4.44531    	 h = 0.00390625    	 yi(1/2) = 1769.37    	 yi - yi(1/2) = -2.92034e-08    	 LEE = 3.33753e-08    	 c1 = 7    	 c2 = 0
	 i = 669    	 yi = 1779.27    	 xi = 4.44922    	 h = 0.00390625    	 yi(1/2) = 1779.27    	 yi - yi(1/2) = -2.93544e-08    	 LEE = 3.35479e-08    	 c1 = 7    	 c2 = 0
	 i = 670    	 yi = 1789.22    	 xi = 4.45312    	 h = 0.00390625    	 yi(1/2) = 1789.22    	 yi - yi(1/2) = -2.95058e-08    	 LEE = 3.37209e-08    	 c1 = 7    	 c2 = 0
	 i = 671    	 yi = 1799.22    	 xi = 4.45703    	 h = 0.00390625    	 yi(1/2) = 1799.22    	 yi - yi(1/2) = -2.96579e-08    	 LEE = 3.38948e-08    	 c1 = 7    	 c2 = 0
	 i = 672    	 yi = 1809.28    	 xi = 4.46094    	 h = 0.00390625    	 yi(1/2) = 1809.28    	 yi - yi(1/2) = -2.98112e-08    	 LEE = 3.40699e-08    	 c1 = 7    	 c2 = 0
	 i = 673    	 yi = 1819.39    	 xi = 4.46484    	 h = 0.00390625    	 yi(1/2) = 1819.39    	 yi - yi(1/2) = -2.99649e-08    	 LEE = 3.42456e-08    	 c1 = 7    	 c2 = 0
	 i = 674    	 yi = 1829.56    	 xi = 4.46875    	 h = 0.00390625    	 yi(1/2) = 1829.56    	 yi - yi(1/2) = -3.01195e-08    	 LEE = 3.44223e-08    	 c1 = 7    	 c2 = 0
	 i = 675    	 yi = 1839.78    	 xi = 4.47266    	 h = 0.00390625    	 yi(1/2) = 1839.78    	 yi - yi(1/2) = -3.02746e-08    	 LEE = 3.45995e-08    	 c1 = 7    	 c2 = 0
	 i = 676    	 yi = 1850.05    	 xi = 4.47656    	 h = 0.00390625    	 yi(1/2) = 1850.05    	 yi - yi(1/2) = -3.0431e-08    	 LEE = 3.47783e-08    	 c1 = 7    	 c2 = 0
	 i = 677    	 yi = 1860.38    	 xi = 4.48047    	 h = 0.00390625    	 yi(1/2) = 1860.38    	 yi - yi(1/2) = -3.05877e-08    	 LEE = 3.49573e-08    	 c1 = 7    	 c2 = 0
	 i = 678    	 yi = 1870.77    	 xi = 4.48438    	 h = 0.00390625    	 yi(1/2) = 1870.77    	 yi - yi(1/2) = -3.07452e-08    	 LEE = 3.51374e-08    	 c1 = 7    	 c2 = 0
	 i = 679    	 yi = 1881.21    	 xi = 4.48828    	 h = 0.00390625    	 yi(1/2) = 1881.21    	 yi - yi(1/2) = -3.09039e-08    	 LEE = 3.53188e-08    	 c1 = 7    	 c2 = 0
	 i = 680    	 yi = 1891.7    	 xi = 4.49219    	 h = 0.00390625    	 yi(1/2) = 1891.7    	 yi - yi(1/2) = -3.10631e-08    	 LEE = 3.55007e-08    	 c1 = 7    	 c2 = 0
	 i = 681    	 yi = 1902.26    	 xi = 4.49609    	 h = 0.00390625    	 yi(1/2) = 1902.26    	 yi - yi(1/2) = -3.12232e-08    	 LEE = 3.56836e-08    	 c1 = 7    	 c2 = 0
	 i = 682    	 yi = 1912.86    	 xi = 4.5    	 h = 0.00390625    	 yi(1/2) = 1912.86    	 yi - yi(1/2) = -3.13839e-08    	 LEE = 3.58674e-08    	 c1 = 7    	 c2 = 0
	 i = 683    	 yi = 1923.53    	 xi = 4.50391    	 h = 0.00390625    	 yi(1/2) = 1923.53    	 yi - yi(1/2) = -3.15456e-08    	 LEE = 3.60521e-08    	 c1 = 7    	 c2 = 0
	 i = 684    	 yi = 1934.25    	 xi = 4.50781    	 h = 0.00390625    	 yi(1/2) = 1934.25    	 yi - yi(1/2) = -3.17079e-08    	 LEE = 3.62376e-08    	 c1 = 7    	 c2 = 0
	 i = 685    	 yi = 1945.03    	 xi = 4.51172    	 h = 0.00390625    	 yi(1/2) = 1945.03    	 yi - yi(1/2) = -3.18712e-08    	 LEE = 3.64242e-08    	 c1 = 7    	 c2 = 0
	 i = 686    	 yi = 1955.87    	 xi = 4.51562    	 h = 0.00390625    	 yi(1/2) = 1955.87    	 yi - yi(1/2) = -3.20356e-08    	 LEE = 3.66121e-08    	 c1 = 7    	 c2 = 0
	 i = 687    	 yi = 1966.76    	 xi = 4.51953    	 h = 0.00390625    	 yi(1/2) = 1966.76    	 yi - yi(1/2) = -3.22004e-08    	 LEE = 3.68005e-08    	 c1 = 7    	 c2 = 0
	 i = 688    	 yi = 1977.72    	 xi = 4.52344    	 h = 0.00390625    	 yi(1/2) = 1977.72    	 yi - yi(1/2) = -3.23662e-08    	 LEE = 3.69899e-08    	 c1 = 7    	 c2 = 0
	 i = 689    	 yi = 1988.73    	 xi = 4.52734    	 h = 0.00390625    	 yi(1/2) = 1988.73    	 yi - yi(1/2) = -3.25326e-08    	 LEE = 3.71801e-08    	 c1 = 7    	 c2 = 0
	 i = 690    	 yi = 1999.8    	 xi = 4.53125    	 h = 0.00390625    	 yi(1/2) = 1999.8    	 yi - yi(1/2) = -3.27e-08    	 LEE = 3.73714e-08    	 c1 = 7    	 c2 = 0
	 i = 691    	 yi = 2010.93    	 xi = 4.53516    	 h = 0.00390625    	 yi(1/2) = 2010.93    	 yi - yi(1/2) = -3.28685e-08    	 LEE = 3.7564e-08    	 c1 = 7    	 c2 = 0
	 i = 692    	 yi = 2022.11    	 xi = 4.53906    	 h = 0.00390625    	 yi(1/2) = 2022.11    	 yi - yi(1/2) = -3.30374e-08    	 LEE = 3.7757e-08    	 c1 = 7    	 c2 = 0
	 i = 693    	 yi = 2033.36    	 xi = 4.54297    	 h = 0.00390625    	 yi(1/2) = 2033.36    	 yi - yi(1/2) = -3.32072e-08    	 LEE = 3.79511e-08    	 c1 = 7    	 c2 = 0
	 i = 694    	 yi = 2044.67    	 xi = 4.54688    	 h = 0.00390625    	 yi(1/2) = 2044.67    	 yi - yi(1/2) = -3.3378e-08    	 LEE = 3.81463e-08    	 c1 = 7    	 c2 = 0
	 i = 695    	 yi = 2056.04    	 xi = 4.55078    	 h = 0.00390625    	 yi(1/2) = 2056.04    	 yi - yi(1/2) = -3.35494e-08    	 LEE = 3.83422e-08    	 c1 = 7    	 c2 = 0
	 i = 696    	 yi = 2067.47    	 xi = 4.55469    	 h = 0.00390625    	 yi(1/2) = 2067.47    	 yi - yi(1/2) = -3.37222e-08    	 LEE = 3.85397e-08    	 c1 = 7    	 c2 = 0
	 i = 697    	 yi = 2078.96    	 xi = 4.55859    	 h = 0.00390625    	 yi(1/2) = 2078.96    	 yi - yi(1/2) = -3.3895e-08    	 LEE = 3.87372e-08    	 c1 = 7    	 c2 = 0
	 i = 698    	 yi = 2090.51    	 xi = 4.5625    	 h = 0.00390625    	 yi(1/2) = 2090.51    	 yi - yi(1/2) = -3.40697e-08    	 LEE = 3.89368e-08    	 c1 = 7    	 c2 = 0
	 i = 699    	 yi = 2102.12    	 xi = 4.56641    	 h = 0.00390625    	 yi(1/2) = 2102.12    	 yi - yi(1/2) = -3.42447e-08    	 LEE = 3.91369e-08    	 c1 = 7    	 c2 = 0
	 i = 700    	 yi = 2113.79    	 xi = 4.57031    	 h = 0.00390625    	 yi(1/2) = 2113.79    	 yi - yi(1/2) = -3.44207e-08    	 LEE = 3.9338e-08    	 c1 = 7    	 c2 = 0
	 i = 701    	 yi = 2125.53    	 xi = 4.57422    	 h = 0.00390625    	 yi(1/2) = 2125.53    	 yi - yi(1/2) = -3.45976e-08    	 LEE = 3.95402e-08    	 c1 = 7    	 c2 = 0
	 i = 702    	 yi = 2137.33    	 xi = 4.57812    	 h = 0.00390625    	 yi(1/2) = 2137.33    	 yi - yi(1/2) = -3.4775e-08    	 LEE = 3.97428e-08    	 c1 = 7    	 c2 = 0
	 i = 703    	 yi = 2149.19    	 xi = 4.58203    	 h = 0.00390625    	 yi(1/2) = 2149.19    	 yi - yi(1/2) = -3.49532e-08    	 LEE = 3.99466e-08    	 c1 = 7    	 c2 = 0
	 i = 704    	 yi = 2161.12    	 xi = 4.58594    	 h = 0.00390625    	 yi(1/2) = 2161.12    	 yi - yi(1/2) = -3.51333e-08    	 LEE = 4.01524e-08    	 c1 = 7    	 c2 = 0
	 i = 705    	 yi = 2173.1    	 xi = 4.58984    	 h = 0.00390625    	 yi(1/2) = 2173.1    	 yi - yi(1/2) = -3.53139e-08    	 LEE = 4.03587e-08    	 c1 = 7    	 c2 = 0
	 i = 706    	 yi = 2185.16    	 xi = 4.59375    	 h = 0.00390625    	 yi(1/2) = 2185.16    	 yi - yi(1/2) = -3.54948e-08    	 LEE = 4.05655e-08    	 c1 = 7    	 c2 = 0
	 i = 707    	 yi = 2197.27    	 xi = 4.59766    	 h = 0.00390625    	 yi(1/2) = 2197.27    	 yi - yi(1/2) = -3.56767e-08    	 LEE = 4.07734e-08    	 c1 = 7    	 c2 = 0
	 i = 708    	 yi = 2209.45    	 xi = 4.60156    	 h = 0.00390625    	 yi(1/2) = 2209.45    	 yi - yi(1/2) = -3.586e-08    	 LEE = 4.09829e-08    	 c1 = 7    	 c2 = 0
	 i = 709    	 yi = 2221.7    	 xi = 4.60547    	 h = 0.00390625    	 yi(1/2) = 2221.7    	 yi - yi(1/2) = -3.60437e-08    	 LEE = 4.11928e-08    	 c1 = 7    	 c2 = 0
	 i = 710    	 yi = 2234.01    	 xi = 4.60938    	 h = 0.00390625    	 yi(1/2) = 2234.01    	 yi - yi(1/2) = -3.62293e-08    	 LEE = 4.14049e-08    	 c1 = 7    	 c2 = 0
	 i = 711    	 yi = 2246.38    	 xi = 4.61328    	 h = 0.00390625    	 yi(1/2) = 2246.38    	 yi - yi(1/2) = -3.64148e-08    	 LEE = 4.16169e-08    	 c1 = 7    	 c2 = 0
	 i = 712    	 yi = 2258.82    	 xi = 4.61719    	 h = 0.00390625    	 yi(1/2) = 2258.82    	 yi - yi(1/2) = -3.66017e-08    	 LEE = 4.18305e-08    	 c1 = 7    	 c2 = 0
	 i = 713    	 yi = 2271.33    	 xi = 4.62109    	 h = 0.00390625    	 yi(1/2) = 2271.33    	 yi - yi(1/2) = -3.67895e-08    	 LEE = 4.20452e-08    	 c1 = 7    	 c2 = 0
	 i = 714    	 yi = 2283.91    	 xi = 4.625    	 h = 0.00390625    	 yi(1/2) = 2283.91    	 yi - yi(1/2) = -3.69773e-08    	 LEE = 4.22598e-08    	 c1 = 7    	 c2 = 0
	 i = 715    	 yi = 2296.55    	 xi = 4.62891    	 h = 0.00390625    	 yi(1/2) = 2296.55    	 yi - yi(1/2) = -3.7167e-08    	 LEE = 4.24765e-08    	 c1 = 7    	 c2 = 0
	 i = 716    	 yi = 2309.25    	 xi = 4.63281    	 h = 0.00390625    	 yi(1/2) = 2309.25    	 yi - yi(1/2) = -3.73584e-08    	 LEE = 4.26953e-08    	 c1 = 7    	 c2 = 0
	 i = 717    	 yi = 2322.03    	 xi = 4.63672    	 h = 0.00390625    	 yi(1/2) = 2322.03    	 yi - yi(1/2) = -3.75489e-08    	 LEE = 4.29131e-08    	 c1 = 7    	 c2 = 0
	 i = 718    	 yi = 2334.87    	 xi = 4.64062    	 h = 0.00390625    	 yi(1/2) = 2334.87    	 yi - yi(1/2) = -3.77418e-08    	 LEE = 4.31334e-08    	 c1 = 7    	 c2 = 0
	 i = 719    	 yi = 2347.78    	 xi = 4.64453    	 h = 0.00390625    	 yi(1/2) = 2347.78    	 yi - yi(1/2) = -3.7935e-08    	 LEE = 4.33543e-08    	 c1 = 7    	 c2 = 0
	 i = 720    	 yi = 2360.76    	 xi = 4.64844    	 h = 0.00390625    	 yi(1/2) = 2360.76    	 yi - yi(1/2) = -3.81292e-08    	 LEE = 4.35762e-08    	 c1 = 7    	 c2 = 0
	 i = 721    	 yi = 2373.81    	 xi = 4.65234    	 h = 0.00390625    	 yi(1/2) = 2373.81    	 yi - yi(1/2) = -3.83247e-08    	 LEE = 4.37997e-08    	 c1 = 7    	 c2 = 0
	 i = 722    	 yi = 2386.93    	 xi = 4.65625    	 h = 0.00390625    	 yi(1/2) = 2386.93    	 yi - yi(1/2) = -3.85212e-08    	 LEE = 4.40242e-08    	 c1 = 7    	 c2 = 0
	 i = 723    	 yi = 2400.12    	 xi = 4.66016    	 h = 0.00390625    	 yi(1/2) = 2400.12    	 yi - yi(1/2) = -3.87186e-08    	 LEE = 4.42498e-08    	 c1 = 7    	 c2 = 0
	 i = 724    	 yi = 2413.37    	 xi = 4.66406    	 h = 0.00390625    	 yi(1/2) = 2413.37    	 yi - yi(1/2) = -3.89164e-08    	 LEE = 4.44759e-08    	 c1 = 7    	 c2 = 0
	 i = 725    	 yi = 2426.7    	 xi = 4.66797    	 h = 0.00390625    	 yi(1/2) = 2426.7    	 yi - yi(1/2) = -3.91155e-08    	 LEE = 4.47035e-08    	 c1 = 7    	 c2 = 0
	 i = 726    	 yi = 2440.1    	 xi = 4.67188    	 h = 0.00390625    	 yi(1/2) = 2440.1    	 yi - yi(1/2) = -3.93156e-08    	 LEE = 4.49322e-08    	 c1 = 7    	 c2 = 0
	 i = 727    	 yi = 2453.57    	 xi = 4.67578    	 h = 0.00390625    	 yi(1/2) = 2453.57    	 yi - yi(1/2) = -3.95166e-08    	 LEE = 4.51619e-08    	 c1 = 7    	 c2 = 0
	 i = 728    	 yi = 2467.11    	 xi = 4.67969    	 h = 0.00390625    	 yi(1/2) = 2467.11    	 yi - yi(1/2) = -3.97195e-08    	 LEE = 4.53937e-08    	 c1 = 7    	 c2 = 0
	 i = 729    	 yi = 2480.72    	 xi = 4.68359    	 h = 0.00390625    	 yi(1/2) = 2480.72    	 yi - yi(1/2) = -3.99227e-08    	 LEE = 4.5626e-08    	 c1 = 7    	 c2 = 0
	 i = 730    	 yi = 2494.4    	 xi = 4.6875    	 h = 0.00390625    	 yi(1/2) = 2494.4    	 yi - yi(1/2) = -4.01269e-08    	 LEE = 4.58593e-08    	 c1 = 7    	 c2 = 0
	 i = 731    	 yi = 2508.16    	 xi = 4.69141    	 h = 0.00390625    	 yi(1/2) = 2508.16    	 yi - yi(1/2) = -4.0332e-08    	 LEE = 4.60937e-08    	 c1 = 7    	 c2 = 0
	 i = 732    	 yi = 2521.99    	 xi = 4.69531    	 h = 0.00390625    	 yi(1/2) = 2521.99    	 yi - yi(1/2) = -4.05385e-08    	 LEE = 4.63297e-08    	 c1 = 7    	 c2 = 0
	 i = 733    	 yi = 2535.89    	 xi = 4.69922    	 h = 0.00390625    	 yi(1/2) = 2535.89    	 yi - yi(1/2) = -4.07454e-08    	 LEE = 4.65661e-08    	 c1 = 7    	 c2 = 0
	 i = 734    	 yi = 2549.87    	 xi = 4.70312    	 h = 0.00390625    	 yi(1/2) = 2549.87    	 yi - yi(1/2) = -4.09536e-08    	 LEE = 4.68042e-08    	 c1 = 7    	 c2 = 0
	 i = 735    	 yi = 2563.92    	 xi = 4.70703    	 h = 0.00390625    	 yi(1/2) = 2563.92    	 yi - yi(1/2) = -4.11633e-08    	 LEE = 4.70437e-08    	 c1 = 7    	 c2 = 0
	 i = 736    	 yi = 2578.04    	 xi = 4.71094    	 h = 0.00390625    	 yi(1/2) = 2578.04    	 yi - yi(1/2) = -4.13734e-08    	 LEE = 4.72838e-08    	 c1 = 7    	 c2 = 0
	 i = 737    	 yi = 2592.24    	 xi = 4.71484    	 h = 0.00390625    	 yi(1/2) = 2592.24    	 yi - yi(1/2) = -4.15848e-08    	 LEE = 4.75255e-08    	 c1 = 7    	 c2 = 0
	 i = 738    	 yi = 2606.51    	 xi = 4.71875    	 h = 0.00390625    	 yi(1/2) = 2606.51    	 yi - yi(1/2) = -4.17972e-08    	 LEE = 4.77682e-08    	 c1 = 7    	 c2 = 0
	 i = 739    	 yi = 2620.86    	 xi = 4.72266    	 h = 0.00390625    	 yi(1/2) = 2620.86    	 yi - yi(1/2) = -4.20109e-08    	 LEE = 4.80125e-08    	 c1 = 7    	 c2 = 0
	 i = 740    	 yi = 2635.29    	 xi = 4.72656    	 h = 0.00390625    	 yi(1/2) = 2635.29    	 yi - yi(1/2) = -4.22251e-08    	 LEE = 4.82573e-08    	 c1 = 7    	 c2 = 0
	 i = 741    	 yi = 2649.79    	 xi = 4.73047    	 h = 0.00390625    	 yi(1/2) = 2649.79    	 yi - yi(1/2) = -4.24411e-08    	 LEE = 4.85041e-08    	 c1 = 7    	 c2 = 0
	 i = 742    	 yi = 2664.37    	 xi = 4.73438    	 h = 0.00390625    	 yi(1/2) = 2664.37    	 yi - yi(1/2) = -4.26576e-08    	 LEE = 4.87515e-08    	 c1 = 7    	 c2 = 0
	 i = 743    	 yi = 2679.02    	 xi = 4.73828    	 h = 0.00390625    	 yi(1/2) = 2679.02    	 yi - yi(1/2) = -4.28759e-08    	 LEE = 4.9001e-08    	 c1 = 7    	 c2 = 0
	 i = 744    	 yi = 2693.76    	 xi = 4.74219    	 h = 0.00390625    	 yi(1/2) = 2693.76    	 yi - yi(1/2) = -4.30946e-08    	 LEE = 4.9251e-08    	 c1 = 7    	 c2 = 0
	 i = 745    	 yi = 2708.57    	 xi = 4.74609    	 h = 0.00390625    	 yi(1/2) = 2708.57    	 yi - yi(1/2) = -4.33142e-08    	 LEE = 4.9502e-08    	 c1 = 7    	 c2 = 0
	 i = 746    	 yi = 2723.45    	 xi = 4.75    	 h = 0.00390625    	 yi(1/2) = 2723.45    	 yi - yi(1/2) = -4.35357e-08    	 LEE = 4.97551e-08    	 c1 = 7    	 c2 = 0
	 i = 747    	 yi = 2738.42    	 xi = 4.75391    	 h = 0.00390625    	 yi(1/2) = 2738.42    	 yi - yi(1/2) = -4.37576e-08    	 LEE = 5.00087e-08    	 c1 = 7    	 c2 = 0
	 i = 748    	 yi = 2753.47    	 xi = 4.75781    	 h = 0.00390625    	 yi(1/2) = 2753.47    	 yi - yi(1/2) = -4.39809e-08    	 LEE = 5.02639e-08    	 c1 = 7    	 c2 = 0
	 i = 749    	 yi = 2768.59    	 xi = 4.76172    	 h = 0.00390625    	 yi(1/2) = 2768.59    	 yi - yi(1/2) = -4.42051e-08    	 LEE = 5.05201e-08    	 c1 = 7    	 c2 = 0
	 i = 750    	 yi = 2783.8    	 xi = 4.76562    	 h = 0.00390625    	 yi(1/2) = 2783.8    	 yi - yi(1/2) = -4.44311e-08    	 LEE = 5.07784e-08    	 c1 = 7    	 c2 = 0
	 i = 751    	 yi = 2799.08    	 xi = 4.76953    	 h = 0.00390625    	 yi(1/2) = 2799.08    	 yi - yi(1/2) = -4.46576e-08    	 LEE = 5.10372e-08    	 c1 = 7    	 c2 = 0
	 i = 752    	 yi = 2814.45    	 xi = 4.77344    	 h = 0.00390625    	 yi(1/2) = 2814.45    	 yi - yi(1/2) = -4.48854e-08    	 LEE = 5.12976e-08    	 c1 = 7    	 c2 = 0
	 i = 753    	 yi = 2829.9    	 xi = 4.77734    	 h = 0.00390625    	 yi(1/2) = 2829.9    	 yi - yi(1/2) = -4.51141e-08    	 LEE = 5.1559e-08    	 c1 = 7    	 c2 = 0
	 i = 754    	 yi = 2845.43    	 xi = 4.78125    	 h = 0.00390625    	 yi(1/2) = 2845.43    	 yi - yi(1/2) = -4.53438e-08    	 LEE = 5.18214e-08    	 c1 = 7    	 c2 = 0
	 i = 755    	 yi = 2861.04    	 xi = 4.78516    	 h = 0.00390625    	 yi(1/2) = 2861.04    	 yi - yi(1/2) = -4.55752e-08    	 LEE = 5.2086e-08    	 c1 = 7    	 c2 = 0
	 i = 756    	 yi = 2876.73    	 xi = 4.78906    	 h = 0.00390625    	 yi(1/2) = 2876.73    	 yi - yi(1/2) = -4.58072e-08    	 LEE = 5.2351e-08    	 c1 = 7    	 c2 = 0
	 i = 757    	 yi = 2892.5    	 xi = 4.79297    	 h = 0.00390625    	 yi(1/2) = 2892.5    	 yi - yi(1/2) = -4.60409e-08    	 LEE = 5.26182e-08    	 c1 = 7    	 c2 = 0
	 i = 758    	 yi = 2908.36    	 xi = 4.79688    	 h = 0.00390625    	 yi(1/2) = 2908.36    	 yi - yi(1/2) = -4.62751e-08    	 LEE = 5.28858e-08    	 c1 = 7    	 c2 = 0
	 i = 759    	 yi = 2924.31    	 xi = 4.80078    	 h = 0.00390625    	 yi(1/2) = 2924.31    	 yi - yi(1/2) = -4.65111e-08    	 LEE = 5.31555e-08    	 c1 = 7    	 c2 = 0
	 i = 760    	 yi = 2940.33    	 xi = 4.80469    	 h = 0.00390625    	 yi(1/2) = 2940.33    	 yi - yi(1/2) = -4.6748e-08    	 LEE = 5.34263e-08    	 c1 = 7    	 c2 = 0
	 i = 761    	 yi = 2956.44    	 xi = 4.80859    	 h = 0.00390625    	 yi(1/2) = 2956.44    	 yi - yi(1/2) = -4.69859e-08    	 LEE = 5.36981e-08    	 c1 = 7    	 c2 = 0
	 i = 762    	 yi = 2972.64    	 xi = 4.8125    	 h = 0.00390625    	 yi(1/2) = 2972.64    	 yi - yi(1/2) = -4.72251e-08    	 LEE = 5.39715e-08    	 c1 = 7    	 c2 = 0
	 i = 763    	 yi = 2988.92    	 xi = 4.81641    	 h = 0.00390625    	 yi(1/2) = 2988.92    	 yi - yi(1/2) = -4.74661e-08    	 LEE = 5.42469e-08    	 c1 = 7    	 c2 = 0
	 i = 764    	 yi = 3005.28    	 xi = 4.82031    	 h = 0.00390625    	 yi(1/2) = 3005.28    	 yi - yi(1/2) = -4.77075e-08    	 LEE = 5.45229e-08    	 c1 = 7    	 c2 = 0
